         0.000000E+00        0.000000E+00
         1.392382E-01        0.000000E+00
         2.784765E-01        0.000000E+00
         4.177147E-01        0.000000E+00
         5.569530E-01        0.000000E+00
         6.961912E-01        0.000000E+00
         8.354294E-01        0.000000E+00
         9.746677E-01        0.000000E+00
         1.559499E+00        1.022881E-04
         2.255729E+00        2.296634E-04
         2.951958E+00        3.582311E-04
         3.648188E+00        4.890344E-04
         4.344417E+00        6.144531E-04
         5.040647E+00        7.483998E-04
         5.736876E+00        8.709953E-04
         6.433106E+00        1.007405E-03
         7.129335E+00        1.127939E-03
         7.825565E+00        1.265846E-03
         8.521794E+00        1.385442E-03
         9.218023E+00        1.523288E-03
         9.914253E+00        1.643371E-03
         1.061048E+01        1.779844E-03
         1.130671E+01        1.901776E-03
         1.200294E+01        2.035886E-03
         1.269917E+01        2.160587E-03
         1.339540E+01        2.291750E-03
         1.409163E+01        2.419751E-03
         1.478786E+01        2.547707E-03
         1.548409E+01        2.679077E-03
         1.618032E+01        2.803925E-03
         1.687655E+01        2.938382E-03
         1.757278E+01        3.060524E-03
         1.826900E+01        3.197290E-03
         1.896523E+01        3.317600E-03
         1.966146E+01        3.455484E-03
         2.035769E+01        3.575159E-03
         2.105392E+01        3.712719E-03
         2.175015E+01        3.833203E-03
         2.244638E+01        3.969059E-03
         2.314261E+01        4.091822E-03
         2.383884E+01        4.224833E-03
         2.453507E+01        4.350916E-03
         2.523130E+01        4.480563E-03
         2.592753E+01        4.610327E-03
         2.662376E+01        4.736498E-03
         2.731998E+01        4.869843E-03
         2.801621E+01        4.992852E-03
         2.871244E+01        5.129063E-03
         2.940867E+01        5.249727E-03
         3.010490E+01        5.387474E-03
         3.080113E+01        5.507207E-03
         3.149736E+01        5.644766E-03
         3.219359E+01        5.765274E-03
         3.288982E+01        5.901063E-03
         3.358605E+01        6.023902E-03
         3.428228E+01        6.156834E-03
         3.497850E+01        6.283008E-03
         3.567473E+01        6.412576E-03
         3.637096E+01        6.542400E-03
         3.706719E+01        6.668533E-03
         3.776342E+01        6.801904E-03
         3.845965E+01        6.924905E-03
         3.915588E+01        7.061109E-03
         3.985211E+01        7.181793E-03
         4.054834E+01        7.319497E-03
         4.124457E+01        7.439283E-03
         4.194080E+01        7.576775E-03
         4.263703E+01        7.697359E-03
         4.333326E+01        7.833062E-03
         4.402949E+01        7.955994E-03
         4.472572E+01        8.088838E-03
         4.542195E+01        8.215091E-03
         4.611818E+01        8.344588E-03
         4.681441E+01        8.474484E-03
         4.751064E+01        8.600567E-03
         4.820687E+01        8.733970E-03
         4.890310E+01        8.856952E-03
         4.959933E+01        8.993157E-03
         5.029556E+01        9.113856E-03
         5.099179E+01        9.251527E-03
         5.168802E+01        9.371348E-03
         5.238425E+01        9.508783E-03
         5.308048E+01        9.629430E-03
         5.377671E+01        9.765107E-03
         5.447294E+01        9.888014E-03
         5.516917E+01        1.002098E-02
         5.586540E+01        1.014701E-02
         5.656164E+01        1.027681E-02
         5.725787E+01        1.040629E-02
         5.795410E+01        1.053286E-02
         5.865033E+01        1.066568E-02
         5.934656E+01        1.078924E-02
         6.004279E+01        1.092489E-02
         6.073902E+01        1.104606E-02
         6.143525E+01        1.118344E-02
         6.213148E+01        1.130339E-02
         6.282771E+01        1.144096E-02
         6.352394E+01        1.156126E-02
         6.422017E+01        1.169765E-02
         6.491640E+01        1.181970E-02
         6.561263E+01        1.195361E-02
         6.630886E+01        1.207859E-02
         6.700509E+01        1.220944E-02
         6.770132E+01        1.233777E-02
         6.839755E+01        1.246542E-02
         6.909378E+01        1.259709E-02
         6.979001E+01        1.272170E-02
         7.048625E+01        1.285633E-02
         7.118248E+01        1.297842E-02
         7.187871E+01        1.311516E-02
         7.257494E+01        1.323576E-02
         7.327117E+01        1.337283E-02
         7.396740E+01        1.349350E-02
         7.466363E+01        1.362955E-02
         7.535986E+01        1.375209E-02
         7.605609E+01        1.388591E-02
         7.675232E+01        1.401100E-02
         7.744855E+01        1.414162E-02
         7.814478E+01        1.427004E-02
         7.884102E+01        1.439785E-02
         7.953725E+01        1.452909E-02
         8.023348E+01        1.465461E-02
         8.092971E+01        1.478799E-02
         8.162594E+01        1.491165E-02
         8.232217E+01        1.504660E-02
         8.301840E+01        1.516916E-02
         8.371463E+01        1.530408E-02
         8.441086E+01        1.542699E-02
         8.510710E+01        1.556082E-02
         8.580333E+01        1.568520E-02
         8.649956E+01        1.581764E-02
         8.719579E+01        1.594396E-02
         8.789202E+01        1.607392E-02
         8.858825E+01        1.620252E-02
         8.928448E+01        1.633055E-02
         8.998071E+01        1.646119E-02
         9.067695E+01        1.658803E-02
         9.137318E+01        1.671862E-02
         9.206941E+01        1.684575E-02
         9.276564E+01        1.697618E-02
         9.346187E+01        1.710361E-02
         9.415810E+01        1.723397E-02
         9.485433E+01        1.736099E-02
         9.555057E+01        1.749218E-02
         9.624680E+01        1.761989E-02
         9.694303E+01        1.774566E-02
         9.763926E+01        1.787920E-02
         9.833549E+01        1.800293E-02
         9.903172E+01        1.813773E-02
         9.972796E+01        1.826057E-02
         1.004242E+02        1.839512E-02
         1.011204E+02        1.851830E-02
         1.018167E+02        1.865204E-02
         1.025129E+02        1.877665E-02
         1.032091E+02        1.890890E-02
         1.039053E+02        1.903512E-02
         1.046016E+02        1.916541E-02
         1.052978E+02        1.929363E-02
         1.059940E+02        1.942215E-02
         1.066903E+02        1.955187E-02
         1.073865E+02        1.967921E-02
         1.080827E+02        1.981027E-02
         1.087790E+02        1.993631E-02
         1.094752E+02        2.006868E-02
