 2.00000000E-03  1.8000000E+00  1.6624804E+00  1.1043364E-09 -9.6727104E-11 -1.9586937E-05  1.1043364E-09 -9.6727104E-08 -1.9586937E-02  1.1043364E-06
 5.02000000E-01  1.7999999E+00  1.6614218E+00  1.1296383E-06 -1.0712065E-07 -1.0782278E-03  1.1296383E-06 -4.0955461E-08 -4.8299438E-04  5.6072119E-07
 1.00200000E+00  1.7999999E+00  1.6614225E+00  1.1247329E-06 -9.8236168E-08 -1.0774768E-03  1.1247329E-06  7.8939205E-07  5.3395612E-07 -2.5492950E-08
 1.50200000E+00  1.8000325E+00  1.6614067E+00 -1.9647146E-05  3.2512243E-05 -1.0932878E-03 -1.9647146E-05  7.3292943E-05 -3.6996177E-05 -4.6933257E-05
 2.00200000E+00  1.8000649E+00  1.6613910E+00 -4.0293738E-05  6.4855487E-05 -1.1090406E-03 -4.0293738E-05  6.4503175E-05 -3.1310310E-05 -4.1117362E-05
 2.50200000E+00  1.8000974E+00  1.6613751E+00 -6.1056593E-05  9.7383048E-05 -1.1249094E-03 -6.1056593E-05  6.4835201E-05 -3.1531787E-05 -4.1348719E-05
 3.00200000E+00  1.8001299E+00  1.6613592E+00 -8.1689514E-05  1.2985074E-04 -1.1407917E-03 -8.1689514E-05  6.5020679E-05 -3.1725836E-05 -4.1255960E-05
 3.50200000E+00  1.8001623E+00  1.6613433E+00 -1.0228710E-04  1.6231887E-04 -1.1566887E-03 -1.0228710E-04  6.4936728E-05 -3.1754044E-05 -4.1075348E-05
 4.00200000E+00  1.8001948E+00  1.6613274E+00 -1.2287712E-04  1.9478041E-04 -1.1725821E-03 -1.2287712E-04  6.4933367E-05 -3.1903153E-05 -4.1323483E-05
 4.50200000E+00  1.8002272E+00  1.6613115E+00 -1.4346685E-04  2.2724183E-04 -1.1884764E-03 -1.4346685E-04  6.4936097E-05 -3.1806670E-05 -4.1317297E-05
 5.00200000E+00  1.8002597E+00  1.6612956E+00 -1.6405638E-04  2.5970313E-04 -1.2043712E-03 -1.6405638E-04  6.4940311E-05 -3.1843229E-05 -4.1235539E-05
 5.50200000E+00  1.8002922E+00  1.6612797E+00 -1.8464653E-04  2.9216439E-04 -1.2202676E-03 -1.8464653E-04  6.4920080E-05 -3.1743046E-05 -4.1207956E-05
 6.00200000E+00  1.8003246E+00  1.6612638E+00 -2.0523751E-04  3.2462579E-04 -1.2361651E-03 -2.0523751E-04  6.4910320E-05 -3.1833127E-05 -4.1242094E-05
 6.50200000E+00  1.8003571E+00  1.6612479E+00 -2.2582953E-04  3.5708640E-04 -1.2520637E-03 -2.2582953E-04  6.4902020E-05 -3.1841927E-05 -4.1255984E-05
 7.00200000E+00  1.8003895E+00  1.6612320E+00 -2.4642106E-04  3.8954736E-04 -1.2679639E-03 -2.4642106E-04  6.4885766E-05 -3.1922302E-05 -4.1187775E-05
 7.50200000E+00  1.8004220E+00  1.6612161E+00 -2.6701150E-04  4.2200748E-04 -1.2838643E-03 -2.6701150E-04  6.4962057E-05 -3.1683309E-05 -4.1275686E-05
 8.00200000E+00  1.8004545E+00  1.6612002E+00 -2.8760129E-04  4.5446769E-04 -1.2997668E-03 -2.8760129E-04  6.4933684E-05 -3.1898021E-05 -4.1279360E-05
 8.50200000E+00  1.8004869E+00  1.6611844E+00 -3.0815175E-04  4.8690582E-04 -1.3156391E-03 -3.0815175E-04  6.4874451E-05 -3.1919412E-05 -4.1192882E-05
 9.00200000E+00  1.8005193E+00  1.6611686E+00 -3.2862049E-04  5.1926523E-04 -1.3314470E-03 -3.2862049E-04  6.4621663E-05 -3.1552872E-05 -4.0699431E-05
 9.50200000E+00  1.8005515E+00  1.6611528E+00 -3.4901594E-04  5.5154584E-04 -1.3471934E-03 -3.4901594E-04  6.4575109E-05 -3.1349918E-05 -4.0679134E-05
 1.00020000E+01  1.8005841E+00  1.6611370E+00 -3.7036086E-04  5.8413418E-04 -1.3629768E-03 -3.7036086E-04  6.5099949E-05 -3.1599574E-05 -4.1437892E-05
 1.05020000E+01  1.8006169E+00  1.6611212E+00 -3.9228924E-04  6.1692177E-04 -1.3787602E-03 -3.9228924E-04  6.5706706E-05 -3.1667894E-05 -4.4116991E-05
 1.10020000E+01  1.8006499E+00  1.6611053E+00 -4.1433103E-04  6.4988652E-04 -1.3946751E-03 -4.1433103E-04  6.6018558E-05 -3.1733785E-05 -4.4083955E-05
 1.15020000E+01  1.8006832E+00  1.6610894E+00 -4.3650747E-04  6.8317915E-04 -1.4105870E-03 -4.3650747E-04  6.8226571E-05 -3.1295433E-05 -4.4778695E-05
 1.20020000E+01  1.8007181E+00  1.6610735E+00 -4.5973053E-04  7.1813930E-04 -1.4265076E-03 -4.5973053E-04  7.0461558E-05 -3.1996766E-05 -4.6922314E-05
 1.25020000E+01  1.8007533E+00  1.6610575E+00 -4.8313829E-04  7.5333047E-04 -1.4424959E-03 -4.8313829E-04  7.0496446E-05 -3.1839571E-05 -4.6694810E-05
 1.30020000E+01  1.8007886E+00  1.6610416E+00 -5.0651148E-04  7.8858332E-04 -1.4584479E-03 -5.0651148E-04  7.1253498E-05 -3.3668566E-05 -4.3724198E-05
 1.35020000E+01  1.8008292E+00  1.6610243E+00 -5.3885970E-04  8.2924412E-04 -1.4756551E-03 -5.3885970E-04  9.7874491E-05 -1.2132274E-04 -2.5597856E-05
 1.40020000E+01  1.8008659E+00  1.6610079E+00 -5.6229649E-04  8.6594362E-04 -1.4921031E-03 -5.6229649E-04  6.6272049E-05 -3.2142142E-05 -4.2783651E-05
 1.45020000E+01  1.8009044E+00  1.6609904E+00 -5.8923670E-04  9.0441013E-04 -1.5095664E-03 -5.8923670E-04  5.4788379E-05 -2.6951774E-05 -3.4637204E-05
 1.50020000E+01  1.8009422E+00  1.6609734E+00 -6.1420777E-04  9.4219991E-04 -1.5265679E-03 -6.1420777E-04  8.2973361E-05 -3.6490051E-05 -5.8917594E-05
 1.55020000E+01  1.8009841E+00  1.6609554E+00 -6.4330286E-04  9.8410533E-04 -1.5445745E-03 -6.4330286E-04  8.9830669E-05 -3.7721806E-05 -6.3824527E-05
 1.60020000E+01  1.8010292E+00  1.6609366E+00 -6.7558951E-04  1.0291804E-03 -1.5633975E-03 -6.7558951E-04  9.6180254E-05 -3.8627910E-05 -7.2962791E-05
 1.65020000E+01  1.8010798E+00  1.6609160E+00 -7.1300832E-04  1.0797971E-03 -1.5839877E-03 -7.1300832E-04  8.5904216E-05 -2.7823372E-05 -4.7071549E-05
 1.70020000E+01  1.8011384E+00  1.6608953E+00 -7.5120549E-04  1.1383759E-03 -1.6047340E-03 -7.5120549E-04  1.3450831E-04 -4.2081154E-05 -8.2173020E-05
 1.75020000E+01  1.8012064E+00  1.6608731E+00 -7.9287213E-04  1.2063784E-03 -1.6269386E-03 -7.9287213E-04  1.4280991E-04 -4.3458323E-05 -8.3556050E-05
 1.80020000E+01  1.8012866E+00  1.6608487E+00 -8.3974878E-04  1.2866094E-03 -1.6512647E-03 -8.3974878E-04  1.7655524E-04 -5.0814834E-05 -1.0221043E-04
 1.85020000E+01  1.8013881E+00  1.6608206E+00 -8.9661024E-04  1.3881242E-03 -1.6793882E-03 -8.9661024E-04  1.8374140E-04 -7.7193353E-05 -1.3506892E-04
 1.90020000E+01  1.8014939E+00  1.6607921E+00 -9.5490731E-04  1.4939349E-03 -1.7079070E-03 -9.5490731E-04  1.9285613E-04 -5.0472119E-05 -9.8220292E-05
 1.95020000E+01  1.8016136E+00  1.6607599E+00 -1.0215832E-03  1.6135564E-03 -1.7401432E-03 -1.0215832E-03  3.0823738E-04 -7.6763869E-05 -2.3089067E-04
 2.00020000E+01  1.8017676E+00  1.6607253E+00 -1.1248619E-03  1.7675717E-03 -1.7746666E-03 -1.1248619E-03  3.1945952E-04 -6.8724403E-05 -1.3354228E-04
 2.05020000E+01  1.8019387E+00  1.6606942E+00 -1.2200672E-03  1.9386916E-03 -1.8057980E-03 -1.2200672E-03  1.9228379E-04 -5.7796466E-05 -5.2266259E-05
 2.10020000E+01  1.8021680E+00  1.6606572E+00 -1.3319262E-03  2.1680114E-03 -1.8427757E-03 -1.3319262E-03  3.6033291E-04 -9.3561850E-05 -2.0645211E-04
 2.15020000E+01  1.8024551E+00  1.6606138E+00 -1.4731260E-03  2.4551033E-03 -1.8861616E-03 -1.4731260E-03  7.1676428E-04 -1.2116657E-04 -6.7782505E-04
 2.20020000E+01  1.8028429E+00  1.6605585E+00 -1.6722268E-03  2.8429228E-03 -1.9415175E-03 -1.6722268E-03  8.5155258E-04 -1.2595259E-04 -4.5215281E-04
 2.25020000E+01  1.8033030E+00  1.6604966E+00 -1.9219176E-03  3.3029535E-03 -2.0033593E-03 -1.9219176E-03  8.2675226E-04 -1.1247010E-04 -4.5504723E-04
 2.30020000E+01  1.8038286E+00  1.6604343E+00 -2.1987087E-03  3.8286256E-03 -2.0657079E-03 -2.1987087E-03  1.5486406E-03 -1.3686867E-04 -7.4654153E-04
 2.35020000E+01  1.8046704E+00  1.6603553E+00 -2.6406271E-03  4.6703881E-03 -2.1446712E-03 -2.6406271E-03  2.0949605E-03 -1.6683164E-04 -1.2150301E-03
 2.40020000E+01  1.8058555E+00  1.6602752E+00 -3.3386116E-03  5.8554630E-03 -2.2248107E-03 -3.3386116E-03  2.0964415E-03 -1.0685209E-04 -1.2845394E-03
 2.45020000E+01  1.8074802E+00  1.6602047E+00 -4.4478321E-03  7.4801850E-03 -2.2953021E-03 -4.4478321E-03  3.7972383E-03 -9.8740892E-05 -2.8366927E-03
 2.50020000E+01  1.8091890E+00  1.6601688E+00 -5.7030634E-03  9.1889569E-03 -2.3311809E-03 -5.7030634E-03  4.3366319E-03 -6.3270064E-05 -3.3204041E-03
 2.55020000E+01  1.8120286E+00  1.6601846E+00 -7.8546198E-03  1.2028614E-02 -2.3153859E-03 -7.8546198E-03  6.1617176E-03  9.4554256E-05 -4.5403244E-03
 2.60020000E+01  1.8178765E+00  1.6603038E+00 -1.1989138E-02  1.7876518E-02 -2.1961775E-03 -1.1989138E-02  1.8427633E-02  2.8148514E-04 -1.3441688E-02
 2.65020000E+01  1.8279711E+00  1.6608887E+00 -1.8620681E-02  2.7971142E-02 -1.6113376E-03 -1.8620681E-02  2.9334603E-02  2.2310770E-03 -1.8715697E-02
 2.70020000E+01  1.8350461E+00  1.6615793E+00 -2.3149213E-02  3.5046112E-02 -9.2074316E-04 -2.3149213E-02  3.7543501E-04  3.3149999E-05 -2.5185963E-04
 2.75020000E+01  1.8351404E+00  1.6615883E+00 -2.3211152E-02  3.5140365E-02 -9.1174550E-04 -2.3211152E-02  3.7924210E-04  3.7557797E-05 -2.4604781E-04
 2.80020000E+01  1.8352358E+00  1.6615978E+00 -2.3272807E-02  3.5235838E-02 -9.0224462E-04 -2.3272807E-02  3.8448138E-04  3.8232405E-05 -2.4762790E-04
 2.85020000E+01  1.8353325E+00  1.6616073E+00 -2.3335045E-02  3.5332547E-02 -8.9267456E-04 -2.3335045E-02  3.8901348E-04  3.8297642E-05 -2.5027103E-04
 2.90020000E+01  1.8354303E+00  1.6616169E+00 -2.3397917E-02  3.5430264E-02 -8.8310194E-04 -2.3397917E-02  3.9253547E-04  3.8277932E-05 -2.5260155E-04
 2.95020000E+01  1.8355287E+00  1.6616265E+00 -2.3461309E-02  3.5528749E-02 -8.7353439E-04 -2.3461309E-02  3.9521045E-04  3.8264605E-05 -2.5444819E-04
 3.00020000E+01  1.8356278E+00  1.6616360E+00 -2.3525108E-02  3.5627818E-02 -8.6396899E-04 -2.3525108E-02  3.9723850E-04  3.8259244E-05 -2.5587315E-04
 3.05020000E+01  1.8357273E+00  1.6616456E+00 -2.3589218E-02  3.5727328E-02 -8.5440478E-04 -2.3589218E-02  3.9876454E-04  3.8254010E-05 -2.5695303E-04
 3.10020000E+01  1.8358272E+00  1.6616552E+00 -2.3653563E-02  3.5827170E-02 -8.4484230E-04 -2.3653563E-02  3.9990601E-04  3.8245081E-05 -2.5776346E-04
 3.15020000E+01  1.8359273E+00  1.6616647E+00 -2.3718083E-02  3.5927258E-02 -8.3528264E-04 -2.3718083E-02  4.0075373E-04  3.8231405E-05 -2.5836641E-04
 3.20020000E+01  1.8360275E+00  1.6616743E+00 -2.3782733E-02  3.6027528E-02 -8.2572706E-04 -2.3782733E-02  4.0137395E-04  3.8212534E-05 -2.5880775E-04
 3.25020000E+01  1.8361279E+00  1.6616838E+00 -2.3847477E-02  3.6127931E-02 -8.1617670E-04 -2.3847477E-02  4.0182180E-04  3.8189913E-05 -2.5912665E-04
 3.30020000E+01  1.8362284E+00  1.6616934E+00 -2.3912289E-02  3.6228429E-02 -8.0663235E-04 -2.3912289E-02  4.0213978E-04  3.8164646E-05 -2.5935336E-04
 3.35020000E+01  1.8363290E+00  1.6617029E+00 -2.3977148E-02  3.6328993E-02 -7.9709456E-04 -2.3977148E-02  4.0235997E-04  3.8137485E-05 -2.5951061E-04
 3.40020000E+01  1.8364296E+00  1.6617124E+00 -2.4042040E-02  3.6429603E-02 -7.8756375E-04 -2.4042040E-02  4.0250654E-04  3.8108940E-05 -2.5961558E-04
 3.45020000E+01  1.8365302E+00  1.6617220E+00 -2.4106953E-02  3.6530242E-02 -7.7804021E-04 -2.4106953E-02  4.0259766E-04  3.8079371E-05 -2.5968117E-04
 3.50020000E+01  1.8366309E+00  1.6617315E+00 -2.4171878E-02  3.6630898E-02 -7.6852416E-04 -2.4171878E-02  4.0264705E-04  3.8049041E-05 -2.5971712E-04
 3.55020000E+01  1.8367316E+00  1.6617410E+00 -2.4236809E-02  3.6731563E-02 -7.5901577E-04 -2.4236809E-02  4.0266502E-04  3.8018148E-05 -2.5973076E-04
 3.60020000E+01  1.8368322E+00  1.6617505E+00 -2.4301742E-02  3.6832229E-02 -7.4951515E-04 -2.4301742E-02  4.0265934E-04  3.7986836E-05 -2.5972762E-04
 3.65020000E+01  1.8369329E+00  1.6617600E+00 -2.4366672E-02  3.6932891E-02 -7.4002240E-04 -2.4366672E-02  4.0263587E-04  3.7955216E-05 -2.5971184E-04
 3.70020000E+01  1.8370335E+00  1.6617695E+00 -2.4431597E-02  3.7033546E-02 -7.3053759E-04 -2.4431597E-02  4.0259901E-04  3.7923368E-05 -2.5968656E-04
 3.75020000E+01  1.8371342E+00  1.6617789E+00 -2.4496515E-02  3.7134190E-02 -7.2106077E-04 -2.4496515E-02  4.0255207E-04  3.7891354E-05 -2.5965413E-04
 3.80020000E+01  1.8372348E+00  1.6617884E+00 -2.4561424E-02  3.7234821E-02 -7.1159196E-04 -2.4561424E-02  4.0249756E-04  3.7859220E-05 -2.5961632E-04
 3.85020000E+01  1.8373354E+00  1.6617979E+00 -2.4626323E-02  3.7335438E-02 -7.0213120E-04 -2.4626323E-02  4.0243736E-04  3.7827000E-05 -2.5957448E-04
 3.90020000E+01  1.8374360E+00  1.6618073E+00 -2.4691211E-02  3.7436039E-02 -6.9267850E-04 -2.4691211E-02  4.0237288E-04  3.7794721E-05 -2.5952960E-04
 3.95020000E+01  1.8375366E+00  1.6618168E+00 -2.4756087E-02  3.7536624E-02 -6.8323387E-04 -2.4756087E-02  4.0230518E-04  3.7762401E-05 -2.5948243E-04
 4.00020000E+01  1.8376372E+00  1.6618262E+00 -2.4820952E-02  3.7637192E-02 -6.7379733E-04 -2.4820952E-02  4.0223506E-04  3.7730054E-05 -2.5943356E-04
 4.05020000E+01  1.8377377E+00  1.6618356E+00 -2.4885804E-02  3.7737741E-02 -6.6436888E-04 -2.4885804E-02  4.0216314E-04  3.7697693E-05 -2.5938340E-04
 4.10020000E+01  1.8378383E+00  1.6618451E+00 -2.4950643E-02  3.7838273E-02 -6.5494852E-04 -2.4950643E-02  4.0208986E-04  3.7665324E-05 -2.5933228E-04
