 2.00000000E-03 -1.7060985E-04 -2.7922594E+03  4.2973621E-05  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 5.02000000E-01 -1.8934979E-04 -2.0728554E+04  2.6287849E-04  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.00200000E+00  2.5886260E-01 -2.0728516E+04 -7.2492666E-02  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.50200000E+00  2.0964094E+02 -2.0728523E+04 -1.4677508E+02  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.00200000E+00  4.1842301E+02 -2.0728516E+04 -2.9292632E+02  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.50200000E+00  6.2721124E+02 -2.0728434E+04 -4.3908349E+02  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 3.00200000E+00  8.3599229E+02 -2.0728550E+04 -5.8525242E+02  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 3.50200000E+00  1.0447931E+03 -2.0728407E+04 -7.3141466E+02  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 4.00200000E+00  1.2535782E+03 -2.0728546E+04 -8.7759015E+02  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 4.50200000E+00  1.4623760E+03 -2.0728602E+04 -1.0237429E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 5.00200000E+00  1.6711697E+03 -2.0728526E+04 -1.1699043E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 5.50200000E+00  1.8799545E+03 -2.0728570E+04 -1.3160707E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 6.00200000E+00  2.0887493E+03 -2.0728406E+04 -1.4622298E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 6.50200000E+00  2.2975350E+03 -2.0728550E+04 -1.6084202E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 7.00200000E+00  2.5063333E+03 -2.0728517E+04 -1.7545799E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 7.50200000E+00  2.7151247E+03 -2.0728516E+04 -1.9007480E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 8.00200000E+00  2.9239050E+03 -2.0728542E+04 -2.0469115E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 8.50200000E+00  3.1327200E+03 -2.0728501E+04 -2.1930820E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 9.00200000E+00  3.3415004E+03 -2.0728475E+04 -2.3392568E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 9.50200000E+00  3.5502923E+03 -2.0728553E+04 -2.4854103E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.00020000E+01  3.7590717E+03 -2.0728542E+04 -2.6315824E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.05020000E+01  3.9678671E+03 -2.0728457E+04 -2.7777488E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.10020000E+01  4.1766799E+03 -2.0728572E+04 -2.9239194E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.15020000E+01  4.3854637E+03 -2.0728514E+04 -3.0700838E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.20020000E+01  4.5942472E+03 -2.0728517E+04 -3.2162564E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.25020000E+01  4.8030374E+03 -2.0728489E+04 -3.3624153E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.30020000E+01  5.0118178E+03 -2.0728524E+04 -3.5085880E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.35020000E+01  5.2206073E+03 -2.0728528E+04 -3.6547327E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.40020000E+01  5.4294162E+03 -2.0728516E+04 -3.8009282E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.45020000E+01  5.6382059E+03 -2.0728516E+04 -3.9470954E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.50020000E+01  5.8452392E+03 -2.0729794E+04 -4.0910358E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.55020000E+01  6.0559867E+03 -2.0728485E+04 -4.2397215E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.60020000E+01  6.2641136E+03 -2.0728196E+04 -4.3849762E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.65020000E+01  6.4733054E+03 -2.0728581E+04 -4.5317097E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.70020000E+01  6.6836280E+03 -2.0728182E+04 -4.6801833E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.75020000E+01  6.8910527E+03 -2.0728521E+04 -4.8242845E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.80020000E+01  7.0994573E+03 -2.0728552E+04 -4.9701134E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.85020000E+01  7.3084981E+03 -2.0728542E+04 -5.1165927E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.90020000E+01  7.5170957E+03 -2.0728549E+04 -5.2626288E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 1.95020000E+01  7.7264531E+03 -2.0728503E+04 -5.4095072E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.00020000E+01  7.9343878E+03 -2.0728550E+04 -5.5550012E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.05020000E+01  8.1437049E+03 -2.0728519E+04 -5.7019508E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.10020000E+01  8.3518191E+03 -2.0728482E+04 -5.8476347E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.15020000E+01  8.5601503E+03 -2.0728490E+04 -5.9935125E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.20020000E+01  8.7718829E+03 -2.0729766E+04 -6.1442959E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.25020000E+01  8.9795880E+03 -2.0728545E+04 -6.2881985E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.30020000E+01  9.1857257E+03 -2.0728429E+04 -6.4319109E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.35020000E+01  9.3970257E+03 -2.0728804E+04 -6.5810278E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.40020000E+01  9.5587096E+03 -2.0729286E+04 -6.6806738E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.45020000E+01  9.7444731E+03 -2.0729899E+04 -6.8054115E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.50020000E+01  9.9373009E+03 -2.0732544E+04 -6.9379644E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.55020000E+01  1.0066993E+04 -2.0736820E+04 -7.0229106E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.60020000E+01  1.0284918E+04 -2.0737130E+04 -7.1801854E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.65020000E+01  1.0510724E+04 -2.0736381E+04 -7.3378454E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.70020000E+01  1.0716403E+04 -2.0735021E+04 -7.4821663E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.75020000E+01  1.0890854E+04 -2.0734950E+04 -7.6034681E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.80020000E+01  1.1041596E+04 -2.0739318E+04 -7.7123407E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.85020000E+01  1.1180820E+04 -2.0741592E+04 -7.8101205E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
 2.90020000E+01  1.1298386E+04 -2.0739835E+04 -7.8943823E+03  0.0000000E+00 -3.6694582E+04  0.0000000E+00
