 2.00000000E-03 -1.2974285E-01  1.6134206E+01  2.3006152E-02  0.0000000E+00 -6.9175023E+02  0.0000000E+00
 5.02000000E-01  1.0470547E-05  6.9175194E+02 -5.3521380E-08  0.0000000E+00 -6.9175023E+02  0.0000000E+00
 1.00200000E+00 -3.4678969E-03  6.9174765E+02 -7.4535889E-05  2.7852596E-02 -6.9175023E+02  0.0000000E+00
 1.50200000E+00 -6.9920953E+00  6.9175324E+02  9.7555455E-05  6.9910017E+00 -6.9175023E+02  0.0000000E+00
 2.00200000E+00 -1.3954244E+01  6.9175444E+02  1.0056992E-04  1.3954151E+01 -6.9175023E+02  0.0000000E+00
 2.50200000E+00 -2.0917591E+01  6.9174564E+02  2.1227360E-05  2.0917300E+01 -6.9175023E+02  0.0000000E+00
 3.00200000E+00 -2.7879987E+01  6.9175057E+02 -1.4967782E-05  2.7880449E+01 -6.9175023E+02  0.0000000E+00
 3.50200000E+00 -3.4843620E+01  6.9174350E+02  3.0638272E-05  3.4843598E+01 -6.9175023E+02  0.0000000E+00
 4.00200000E+00 -4.1806504E+01  6.9175080E+02  2.2783952E-05  4.1806747E+01 -6.9175023E+02  0.0000000E+00
 4.50200000E+00 -4.8769206E+01  6.9175496E+02  1.8058330E-04  4.8769896E+01 -6.9175023E+02  0.0000000E+00
 5.00200000E+00 -5.5732913E+01  6.9174903E+02 -3.2260111E-05  5.5733045E+01 -6.9175023E+02  0.0000000E+00
 5.50200000E+00 -6.2695488E+01  6.9175292E+02  1.8984351E-04  6.2696195E+01 -6.9175023E+02  0.0000000E+00
 6.00200000E+00 -6.9660076E+01  6.9174044E+02 -3.6986024E-04  6.9659344E+01 -6.9175023E+02  0.0000000E+00
 6.50200000E+00 -7.6622233E+01  6.9175099E+02  1.5974273E-05  7.6622493E+01 -6.9175023E+02  0.0000000E+00
 7.00200000E+00 -8.3585646E+01  6.9175029E+02  5.9249945E-08  8.3585642E+01 -6.9175023E+02  0.0000000E+00
 7.50200000E+00 -9.0548791E+01  6.9175023E+02 -4.5337137E-09  9.0548791E+01 -6.9175023E+02  0.0000000E+00
 8.00200000E+00 -9.7513210E+01  6.9175421E+02  2.8352379E-04  9.7511940E+01 -6.9175023E+02  0.0000000E+00
 8.50200000E+00 -1.0447448E+02  6.9174843E+02 -1.9972320E-04  1.0447509E+02 -6.9175023E+02  0.0000000E+00
 9.00200000E+00 -1.1143611E+02  6.9174864E+02  4.0498717E-05  1.1143824E+02 -6.9175023E+02  0.0000000E+00
 9.50200000E+00 -1.1840233E+02  6.9175042E+02 -3.3750362E-05  1.1840139E+02 -6.9175023E+02  0.0000000E+00
 1.00020000E+01 -1.2536429E+02  6.9175169E+02  8.4979559E-05  1.2536454E+02 -6.9175023E+02  0.0000000E+00
 1.05020000E+01 -1.3232684E+02  6.9174359E+02  3.2894389E-04  1.3232769E+02 -6.9175023E+02  0.0000000E+00
 1.10020000E+01 -1.3929090E+02  6.9175708E+02 -1.9547463E-04  1.3929083E+02 -6.9175023E+02  0.0000000E+00
 1.15020000E+01 -1.4625343E+02  6.9175500E+02 -4.0932088E-04  1.4625398E+02 -6.9175023E+02  0.0000000E+00
 1.20020000E+01 -1.5321956E+02  6.9175479E+02 -9.7868215E-05  1.5321713E+02 -6.9175023E+02  0.0000000E+00
 1.25020000E+01 -1.6017834E+02  6.9174490E+02  2.1884462E-04  1.6018028E+02 -6.9175023E+02  0.0000000E+00
 1.30020000E+01 -1.6714518E+02  6.9175466E+02 -2.4670968E-04  1.6714343E+02 -6.9175023E+02  0.0000000E+00
 1.35020000E+01 -1.7410498E+02  6.9175003E+02 -3.1110819E-05  1.7410658E+02 -6.9175023E+02  0.0000000E+00
 1.40020000E+01 -1.8106998E+02  6.9175033E+02  5.1855142E-06  1.8106973E+02 -6.9175023E+02  0.0000000E+00
 1.45020000E+01 -1.8803288E+02  6.9175021E+02 -1.6399551E-07  1.8803288E+02 -6.9175023E+02  0.0000000E+00
 1.50020000E+01 -1.9489314E+02  6.9175111E+02 -1.4671463E-03  1.9499603E+02 -6.9175023E+02  0.0000000E+00
 1.55020000E+01 -2.0197331E+02  6.9175935E+02  2.4817376E-04  2.0195918E+02 -6.9175023E+02  0.0000000E+00
 1.60020000E+01 -2.0889303E+02  6.9171178E+02 -3.8399090E-04  2.0892233E+02 -6.9175023E+02  0.0000000E+00
 1.65020000E+01 -2.1588568E+02  6.9175116E+02 -2.0313539E-05  2.1588547E+02 -6.9175023E+02  0.0000000E+00
 1.70020000E+01 -2.2294880E+02  6.9183776E+02  2.3114728E-03  2.2284862E+02 -6.9175023E+02  0.0000000E+00
 1.75020000E+01 -2.2983001E+02  6.9175420E+02  2.1439854E-04  2.2981177E+02 -6.9175023E+02  0.0000000E+00
 1.80020000E+01 -2.3674525E+02  6.9175251E+02 -4.4633226E-04  2.3677492E+02 -6.9175023E+02  0.0000000E+00
 1.85020000E+01 -2.4370682E+02  6.9175013E+02 -4.5298143E-04  2.4373807E+02 -6.9175023E+02  0.0000000E+00
 1.90020000E+01 -2.5067033E+02  6.9174772E+02 -3.1038820E-04  2.5070122E+02 -6.9175023E+02  0.0000000E+00
 1.95020000E+01 -2.5771368E+02  6.9175493E+02  3.6158332E-04  2.5766437E+02 -6.9175023E+02  0.0000000E+00
 2.00020000E+01 -2.6455136E+02  6.9172929E+02 -1.3016963E-03  2.6462752E+02 -6.9175023E+02  0.0000000E+00
 2.05020000E+01 -2.7159133E+02  6.9175053E+02  3.5740082E-05  2.7159067E+02 -6.9175023E+02  0.0000000E+00
 2.10020000E+01 -2.7844719E+02  6.9173644E+02 -1.4843822E-03  2.7855382E+02 -6.9175023E+02  0.0000000E+00
 2.15020000E+01 -2.8527777E+02  6.9173198E+02 -5.4988389E-03  2.8551697E+02 -6.9175023E+02  0.0000000E+00
 2.20020000E+01 -2.9261889E+02  6.9198337E+02  3.4547201E-03  2.9248011E+02 -6.9175023E+02  0.0000000E+00
 2.25020000E+01 -2.9956432E+02  6.9176363E+02  1.8125530E-03  2.9944326E+02 -6.9175023E+02  0.0000000E+00
 2.30020000E+01 -3.0612817E+02  6.9170262E+02 -2.6065926E-03  3.0640641E+02 -6.9175023E+02  0.0000000E+00
 2.35020000E+01 -3.1343947E+02  6.9179009E+02  5.5228456E-04  3.1336956E+02 -6.9175023E+02  0.0000000E+00
 2.40020000E+01 -3.1425561E+02  6.9109547E+02 -5.1738950E-02  3.2033271E+02 -6.9175023E+02  0.0000000E+00
 2.45020000E+01 -3.1745128E+02  6.9080009E+02 -9.1123137E-02  3.2729586E+02 -6.9175023E+02  0.0000000E+00
 2.50020000E+01 -3.2188594E+02  6.9071204E+02 -1.2260763E-01  3.3425901E+02 -6.9175023E+02  0.0000000E+00
 2.55020000E+01 -3.2374246E+02  6.9008985E+02 -2.6812112E-01  3.3905444E+02 -6.9175023E+02  0.0000000E+00
 2.60020000E+01 -3.3209153E+02  6.9080093E+02 -1.8724960E-01  3.4639954E+02 -6.9175023E+02  0.0000000E+00
 2.65020000E+01 -3.3910602E+02  6.9076278E+02 -2.1749009E-01  3.5400531E+02 -6.9175023E+02  0.0000000E+00
 2.70020000E+01 -3.4571907E+02  6.9090445E+02 -1.9207876E-01  3.6093820E+02 -6.9175023E+02  0.0000000E+00
 2.75020000E+01 -3.4971922E+02  6.9078747E+02 -2.5644389E-01  3.6681788E+02 -6.9175023E+02  0.0000000E+00
 2.80020000E+01 -3.5404172E+02  6.9125955E+02 -2.9995372E-01  3.7189847E+02 -6.9175023E+02  0.0000000E+00
 2.85020000E+01 -3.5786719E+02  6.9135533E+02 -3.2237883E-01  3.7658883E+02 -6.9175023E+02  0.0000000E+00
 2.90020000E+01 -3.6194959E+02  6.9147806E+02 -3.2594564E-01  3.8055284E+02 -6.9175023E+02  0.0000000E+00
 2.95020000E+01 -3.6598400E+02  6.9175725E+02 -3.3977233E-01  3.8486220E+02 -6.9175023E+02  0.0000000E+00
 3.00020000E+01 -3.6964516E+02  6.9180197E+02 -3.4691112E-01  3.8871820E+02 -6.9175023E+02  0.0000000E+00
 3.05020000E+01 -3.7333299E+02  6.9174746E+02 -3.4453087E-01  3.9225321E+02 -6.9175023E+02  0.0000000E+00
 3.10020000E+01 -3.7712029E+02  6.9243273E+02 -3.6008751E-01  3.9611529E+02 -6.9175023E+02  0.0000000E+00
 3.15020000E+01 -3.8000288E+02  6.9265075E+02 -3.8277653E-01  3.9967146E+02 -6.9175023E+02  0.0000000E+00
 3.20020000E+01 -3.8309047E+02  6.9281142E+02 -3.9131838E-01  4.0289447E+02 -6.9175023E+02  0.0000000E+00
 3.25020000E+01 -3.8590743E+02  6.9282198E+02 -3.9312079E-01  4.0584727E+02 -6.9175023E+02  0.0000000E+00
 3.30020000E+01 -3.8842986E+02  6.9321792E+02 -4.0300143E-01  4.0882658E+02 -6.9175023E+02  0.0000000E+00
 3.35020000E+01 -3.9085978E+02  6.9328094E+02 -4.1318492E-01  4.1161491E+02 -6.9175023E+02  0.0000000E+00
 3.40020000E+01 -3.9333536E+02  6.9332086E+02 -4.1885192E-01  4.1433523E+02 -6.9175023E+02  0.0000000E+00
 3.45020000E+01 -3.9549000E+02  6.9384680E+02 -3.9462062E-01  4.1692271E+02 -6.9175023E+02  0.0000000E+00
 3.50020000E+01 -3.9670088E+02  6.9489568E+02 -3.9196714E-01  4.1880461E+02 -6.9175023E+02  0.0000000E+00
 3.55020000E+01 -3.9719799E+02  6.9499664E+02 -3.9793880E-01  4.1977009E+02 -6.9175023E+02  0.0000000E+00
 3.60020000E+01 -3.9764428E+02  6.9499010E+02 -4.0326382E-01  4.2050044E+02 -6.9175023E+02  0.0000000E+00
 3.65020000E+01 -3.9813928E+02  6.9500461E+02 -4.0622737E-01  4.2113619E+02 -6.9175023E+02  0.0000000E+00
 3.70020000E+01 -3.9864296E+02  6.9501713E+02 -4.0808238E-01  4.2173119E+02 -6.9175023E+02  0.0000000E+00
 3.75020000E+01 -3.9914996E+02  6.9502412E+02 -4.0936058E-01  4.2230400E+02 -6.9175023E+02  0.0000000E+00
 3.80020000E+01 -3.9965954E+02  6.9502714E+02 -4.1016225E-01  4.2285055E+02 -6.9175023E+02  0.0000000E+00
 3.85020000E+01 -4.0009800E+02  6.9503334E+02 -4.1395448E-01  4.2337905E+02 -6.9175023E+02  0.0000000E+00
 3.90020000E+01 -4.0090066E+02  6.9638323E+02 -4.1755060E-01  4.2417311E+02 -6.9175023E+02  0.0000000E+00
 3.95020000E+01 -4.0075578E+02  6.9657547E+02 -4.2902472E-01  4.2457179E+02 -6.9175023E+02  0.0000000E+00
 4.00020000E+01 -4.0057908E+02  6.9667056E+02 -4.3709341E-01  4.2477419E+02 -6.9175023E+02  0.0000000E+00
 4.05020000E+01 -4.0039854E+02  6.9673162E+02 -4.4244743E-01  4.2484548E+02 -6.9175023E+02  0.0000000E+00
 4.10020000E+01 -4.0021559E+02  6.9677003E+02 -4.4594105E-01  4.2482409E+02 -6.9175023E+02  0.0000000E+00
 4.15020000E+01 -4.0002996E+02  6.9678657E+02 -4.4743560E-01  4.2468698E+02 -6.9175023E+02  0.0000000E+00
 4.20020000E+01 -3.9984381E+02  6.9678801E+02 -4.4782876E-01  4.2451009E+02 -6.9175023E+02  0.0000000E+00
