0.000000	0.000000e+00
0.000200	-4.988088e-08
0.000400	-1.982357e-07
0.000600	-4.424889e-07
0.000800	-7.800647e-07
0.001000	-1.208388e-06
0.001200	-1.724882e-06
0.001400	-2.326972e-06
0.001600	-3.012083e-06
0.001800	-3.777638e-06
0.002000	-4.621062e-06
0.002200	-5.539780e-06
0.002400	-6.531215e-06
0.002600	-7.592793e-06
0.002800	-8.721937e-06
0.003000	-9.916072e-06
0.003200	-1.117262e-05
0.003400	-1.248901e-05
0.003600	-1.386267e-05
0.003800	-1.529101e-05
0.004000	-1.677146e-05
0.004200	-1.830146e-05
0.004400	-1.987841e-05
0.004600	-2.149975e-05
0.004800	-2.316290e-05
0.005000	-2.486529e-05
0.005200	-2.660453e-05
0.005400	-2.837864e-05
0.005600	-3.018583e-05
0.005800	-3.202432e-05
0.006000	-3.389232e-05
0.006200	-3.578804e-05
0.006400	-3.770968e-05
0.006600	-3.965547e-05
0.006800	-4.162361e-05
0.007000	-4.361232e-05
0.007200	-4.561980e-05
0.007400	-4.764428e-05
0.007600	-4.968395e-05
0.007800	-5.173704e-05
0.008000	-5.380175e-05
0.008200	-5.587631e-05
0.008400	-5.795891e-05
0.008600	-6.004777e-05
0.008800	-6.214110e-05
0.009000	-6.423712e-05
0.009200	-6.633403e-05
0.009400	-6.843005e-05
0.009600	-7.052340e-05
0.009800	-7.261227e-05
0.010000	-7.469489e-05
0.010200	-7.676946e-05
0.010400	-7.883416e-05
0.010600	-8.088718e-05
0.010800	-8.292670e-05
0.011000	-8.495090e-05
0.011200	-8.695796e-05
0.011400	-8.894606e-05
0.011600	-9.091338e-05
0.011800	-9.285811e-05
0.012000	-9.477842e-05
0.012200	-9.667250e-05
0.012400	-9.853853e-05
0.012600	-1.003747e-04
0.012800	-1.021791e-04
0.013000	-1.039501e-04
0.013200	-1.056857e-04
0.013400	-1.073842e-04
0.013600	-1.090437e-04
0.013800	-1.106624e-04
0.014000	-1.122386e-04
0.014200	-1.137703e-04
0.014400	-1.152557e-04
0.014600	-1.166931e-04
0.014800	-1.180806e-04
0.015000	-1.194164e-04
0.015200	-1.206988e-04
0.015400	-1.219263e-04
0.015600	-1.230974e-04
0.015800	-1.242108e-04
0.016000	-1.252650e-04
0.016200	-1.262586e-04
0.016400	-1.271902e-04
0.016600	-1.280585e-04
0.016800	-1.288619e-04
0.017000	-1.295991e-04
0.017200	-1.302687e-04
0.017400	-1.308692e-04
0.017600	-1.313993e-04
0.017800	-1.318575e-04
0.018000	-1.322424e-04
0.018200	-1.325526e-04
0.018400	-1.327867e-04
0.018600	-1.329433e-04
0.018800	-1.330210e-04
0.019000	-1.330183e-04
0.019200	-1.329339e-04
0.019400	-1.327663e-04
0.019600	-1.325141e-04
0.019800	-1.321759e-04
0.020000	-1.317504e-04
0.020200	-1.312362e-04
0.020400	-1.306326e-04
0.020600	-1.299390e-04
0.020800	-1.291548e-04
0.021000	-1.282793e-04
0.021200	-1.273120e-04
0.021400	-1.262521e-04
0.021600	-1.250993e-04
0.021800	-1.238527e-04
0.022000	-1.225119e-04
0.022200	-1.210761e-04
0.022400	-1.195449e-04
0.022600	-1.179175e-04
0.022800	-1.161934e-04
0.023000	-1.143720e-04
0.023200	-1.124526e-04
0.023400	-1.104347e-04
0.023600	-1.083177e-04
0.023800	-1.061008e-04
0.024000	-1.037836e-04
0.024200	-1.013655e-04
0.024400	-9.884568e-05
0.024600	-9.622370e-05
0.024800	-9.349891e-05
0.025000	-9.067071e-05
0.025200	-8.773873e-05
0.025400	-8.470313e-05
0.025600	-8.156430e-05
0.025800	-7.832266e-05
0.026000	-7.497860e-05
0.026200	-7.153252e-05
0.026400	-6.798483e-05
0.026600	-6.433593e-05
0.026800	-6.058622e-05
0.027000	-5.673611e-05
0.027200	-5.278598e-05
0.027400	-4.873626e-05
0.027600	-4.458734e-05
0.027800	-4.033962e-05
0.028000	-3.599350e-05
0.028200	-3.154939e-05
0.028400	-2.700768e-05
0.028600	-2.236879e-05
0.028800	-1.763311e-05
0.029000	-1.280104e-05
0.029200	-7.872993e-06
0.029400	-2.849363e-06
0.029600	2.269446e-06
0.029800	7.483031e-06
0.030000	1.279099e-05
0.030200	1.819269e-05
0.030400	2.368704e-05
0.030600	2.927270e-05
0.030800	3.494836e-05
0.031000	4.071268e-05
0.031200	4.656433e-05
0.031400	5.250200e-05
0.031600	5.852434e-05
0.031800	6.463005e-05
0.032000	7.081778e-05
0.032200	7.708621e-05
0.032400	8.343401e-05
0.032600	8.985986e-05
0.032800	9.636242e-05
0.033000	1.029404e-04
0.033200	1.095924e-04
0.033400	1.163172e-04
0.033600	1.231133e-04
0.033800	1.299796e-04
0.034000	1.369146e-04
0.034200	1.439170e-04
0.034400	1.509856e-04
0.034600	1.581189e-04
0.034800	1.653157e-04
0.035000	1.725745e-04
0.035200	1.798941e-04
0.035400	1.872725e-04
0.035600	1.947080e-04
0.035800	2.021987e-04
0.036000	2.097427e-04
0.036200	2.173381e-04
0.036400	2.249830e-04
0.036600	2.326757e-04
0.036800	2.404141e-04
0.037000	2.481965e-04
0.037200	2.560209e-04
